"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2025-10-15","12:48","서울","서초구","방배로","서울특별시 서초구 방배동 805 도","서울특별시 서초구 방배동 1034-2도","25","54","20","매우좋음"
"2025-10-15","12:33","서울","서초구","반포대로","서울특별시 서초구 서초동 1748-47도","서울특별시 서초구 반포동 651천","26","52","5","매우좋음"
"2025-10-15","12:15","서울","서초구","서초중앙로","서울특별시 서초구 반포동 128-7 도","서울특별시 서초구 서초동 1748-45도","25","52","2","매우좋음"
"2025-10-15","12:09","서울","서초구","잠원로","서울특별시 서초구 잠원동 77 도","서울특별시 서초구 반포동 128-7 도","25","52","15","매우좋음"
"2025-10-15","11:31","서울","서초구","신반포로","서울특별시 서초구 반포동 1340제","서울특별시 서초구 반포동 749-18도","25","54","9","매우좋음"
"2025-10-15","11:20","서울","서초구","사평대로","서울특별시 서초구 서초동 1373도","서울특별시 서초구 방배동 1302천","24","55","3","매우좋음"
"2025-10-15","11:05","서울","서초구","서운로","서울특별시 서초구 서초동 1376도","서울특별시 서초구 서초동 1413도","24","55","22","매우좋음"
"2025-10-15","10:46","서울","서초구","강남대로","서울특별시 서초구 잠원동 77 도","서울특별시 서초구 양재동 238도","24","56","3","매우좋음"
"2025-10-15","15:34","경기","남양주시","맷돌로","경기도 남양주시 화도읍 마석우리 361도","경기도 남양주시 화도읍 묵현리 232-10 도","23","66","7","매우좋음"
"2025-10-15","15:13","경기","남양주시","늘을1로","경기도 남양주시 평내동 121-16도","경기도 남양주시 호평동 710-4도","24","62","4","매우좋음"
"2025-10-15","15:01","경기","남양주시","경춘로","경기도 남양주시 도농동 155-7천","경기도 남양주시 화도읍 구암리 산28-4임","25","59","2","매우좋음"
"2025-10-15","14:43","경기","남양주시","양진로","경기도 남양주시 진접읍 연평리 134-12 천","경기도 남양주시 일패동 72-16 도","25","57","36","매우좋음"
"2025-10-15","14:32","경기","남양주시","해밀예당1로","경기도 남양주시 진접읍 금곡리 1127-39 도","경기도 남양주시 진접읍 연평리 107-7 도","25","59","2","매우좋음"
"2025-10-15","14:18","경기","남양주시","해밀예당2로","경기도 남양주시 진접읍 금곡리 240-2도","경기도 남양주시 진접읍 금곡리 1127-4 도","24","59","5","매우좋음"
"2025-10-15","14:07","경기","남양주시","해밀예당3로","경기도 남양주시 진접읍 장현리 230-28 도","경기도 남양주시 오남읍 양지리","25","57","5","매우좋음"
"2025-10-15","13:54","경기","남양주시","금강로","경기도 남양주시 진건읍 진관리 914-19천","경기도 남양주시 진접읍 팔야리 401-2도","25","56","2","매우좋음"
"2025-10-15","13:38","경기","남양주시","양지로","경기도 남양주시 오남읍 오남리 468-6 도","경기도 남양주시 오남읍 양지리 749-5 답","25","57","3","매우좋음"
"2025-10-15","13:17","경기","남양주시","사릉로","경기도 남양주시 금곡동 428-13답","경기도 남양주시 진접읍 연평리 656-1 도","25","58","35","매우좋음"
"2025-10-15","13:12","경기","남양주시","홍유릉로","경기도 남양주시 일패동 695-1구","경기도 남양주시 금곡동 428-8구","24","60","18","매우좋음"
"2025-10-15","12:57","경기","남양주시","다산중앙로82번길","다산동 6261","다산동 6269-1","24","57","2","매우좋음"
"2025-10-15","12:55","경기","남양주시","다산중앙로81번길","다산동 6256","다산동 6261","24","58","1","매우좋음"
"2025-10-15","12:45","경기","남양주시","다산중앙로","다산동 6150","다산동6015","25","56","10","매우좋음"
"2025-10-15","12:40","경기","남양주시","도농로","경기도 남양주시 도농동 53-13대","경기도 남양주시 지금동 577-5답","25","55","2","매우좋음"
"2025-10-15","12:35","경기","남양주시","가운로","경기도 남양주시 가운동 545-12 도","경기도 남양주시 도농동 89-12 도","25","57","6","매우좋음"
"2025-10-15","12:30","경기","남양주시","가운로2길","경기도 남양주시 가운동 711 도","경기도 남양주시 가운동 711 도","25","55","2","매우좋음"
"2025-10-15","11:31","경기","남양주시","진관로","경기도 남양주시 퇴계원면 퇴계원리 6-1도","경기도 남양주시 지금동 산74-17 임","24","61","18","매우좋음"
"2025-10-15","11:22","경기","남양주시","불암로","경기도 남양주시 별내동 1098-1도","경기도 남양주시 진건읍 신월리 564 도","23","62","2","매우좋음"
"2025-10-15","11:13","경기","남양주시","별내4로","경기도 남양주시 별내동 1098-1도","경기도 남양주시 별내동 1053 도","23","61","4","매우좋음"
"2025-10-15","11:01","경기","남양주시","별내중앙로","경기도 남양주시 별내동 996 도","경기도 남양주시 별내동 1098도","23","61","5","매우좋음"
"2025-10-15","10:50","경기","남양주시","별내5로","경기도 남양주시 별내동 1032 도","경기도 남양주시 별내동","23","62","3","매우좋음"
"2025-10-15","10:35","경기","남양주시","순화궁로","경기도 남양주시 별내면 청학리 500-5도","경기도 남양주시 별내동 1098도","23","61","4","매우좋음"
"2025-10-15","10:20","경기","남양주시","별내3로","경기도 남양주시 별내동 538-15 천","경기도 남양주시 별내동 820도","22","64","5","매우좋음"
"2025-10-15","10:14","경기","남양주시","별내2로","경기도 남양주시 퇴계원면 퇴계원리 325-30 구","경기도 남양주시 별내동 190-4 천","22","63","4","매우좋음"
"2025-10-15","10:08","경기","남양주시","경춘북로","경기도 남양주시 별내동 185-9천","경기도 남양주시 화도읍 구암리 산96-4도","22","64","7","매우좋음"
"2025-10-15","09:58","경기","남양주시","송산로","경기도 남양주시 별내면 청학리 494-5 도","경기도 남양주시 퇴계원면 퇴계원리 359-53 도","22","64","2","매우좋음"
"2025-10-15","09:51","경기","남양주시","청학로","경기도 남양주시 별내면 청학리 492-4도","경기도 남양주시 별내면 광전리 산76 도","22","64","6","매우좋음"
"2025-10-15","15:26","인천","연수구","독배로","인천광역시 연수구 옥련동 468-3도","인천광역시 연수구 옥련동 63-7도","25","59","6","매우좋음"
"2025-10-15","15:17","인천","연수구","옥련로","인천광역시 연수구 옥련동 194-240 도","인천광역시 연수구 옥련동 337-5도","25","60","7","매우좋음"
"2025-10-15","15:09","인천","연수구","한나루로","인천광역시 연수구 옥련동 304-2도","인천광역시 연수구 옥련동 194-73도","25","59","8","매우좋음"
"2025-10-15","14:56","인천","연수구","능허대로","인천광역시 연수구 동춘동 958 도","인천광역시 연수구 옥련동 605-1도","25","57","21","매우좋음"
"2025-10-15","14:46","인천","연수구","미추홀대로","인천광역시 연수구 청학동 217-75 도","인천광역시 연수구 동춘동 905-3 도","25","59","7","매우좋음"
"2025-10-15","14:34","인천","연수구","선학로","인천광역시 연수구 선학동 384도","인천광역시 연수구 선학동 423도","25","59","12","매우좋음"
"2025-10-15","14:21","인천","연수구","함박뫼로","인천광역시 연수구 청학동 507도","인천광역시 연수구 연수동 637도","25","58","12","매우좋음"
"2025-10-15","14:14","인천","연수구","벚꽃로","인천광역시 연수구 연수동 647도","인천광역시 연수구 청학동 514도","26","56","7","매우좋음"
"2025-10-15","13:30","인천","연수구","송도과학로","인천광역시 연수구 송도동 39 도","인천광역시 연수구 송도동 241 도","25","57","4","매우좋음"
"2025-10-15","13:19","인천","연수구","벤처로","인천광역시 연수구 송도동 11-54 도","인천광역시 연수구 송도동 53 도","25","58","11","매우좋음"
"2025-10-15","13:11","인천","연수구","갯벌로","인천광역시 연수구 송도동 46 도","인천광역시 연수구 송도동 7-64 도","25","56","5","매우좋음"
"2025-10-15","12:59","인천","연수구","테크노파크로","인천광역시 연수구 송도동 78 도","인천광역시 연수구 송도동 39 도","25","56","5","매우좋음"
"2025-10-15","12:43","인천","연수구","앵고개로","인천광역시 연수구 동춘동 957도","인천광역시 연수구 동춘동 906 도","25","56","5","매우좋음"
"2025-10-15","12:34","인천","연수구","청능대로","인천광역시 연수구 청학동 456도","인천광역시 연수구 동춘동 953도","25","57","6","매우좋음"
"2025-10-15","12:27","인천","연수구","용담로","인천광역시 연수구 연수동 649도","인천광역시 연수구 청학동 514도","25","56","7","매우좋음"
"2025-10-15","12:09","인천","연수구","새말로","인천광역시 연수구 연수동 641도","인천광역시 연수구 연수동 646-4도","25","56","4","매우좋음"
"2025-10-15","11:49","인천","연수구","원인재로","인천광역시 연수구 동춘동 959도","인천광역시 연수구 연수동 637도","24","57","5","매우좋음"
"2025-10-15","11:38","인천","연수구","먼우금로","인천광역시 연수구 연수동 641도","인천광역시 연수구 동춘동 952도","25","57","4","매우좋음"
"2025-10-15","11:21","인천","연수구","비류대로","인천광역시 연수구 옥련동 605-1도","인천광역시 연수구 선학동 384도","24","58","5","매우좋음"
"2025-10-15","11:03","인천","연수구","아암대로","인천광역시 연수구 동춘동 916-3 도","인천광역시 연수구 옥련동 605-1도","25","58","10","매우좋음"
"2025-10-15","10:47","인천","연수구","하모니로","인천광역시 연수구 송도동 51 도","인천광역시 연수구 송도동 41 도","23","61","4","매우좋음"
"2025-10-15","10:17","인천","연수구","컨벤시아대로","인천광역시 연수구 동춘동 905-3 도","인천광역시 연수구 송도동 144 도","23","60","3","매우좋음"
"2025-10-15","10:08","인천","연수구","아트센터대로","인천광역시 연수구 송도동 82 도","인천광역시 연수구 동춘동 906 도","23","63","3","매우좋음"
"2025-10-15","09:58","인천","연수구","컨벤시아대로130번길","인천광역시 연수구 송도동 54 도","인천광역시 연수구 송도동 66 도","23","63","4","매우좋음"
"2025-10-15","09:49","인천","연수구","컨벤시아대로42번길","인천광역시 연수구 송도동 71 도","인천광역시 연수구 송도동 54 도","22","66","3","매우좋음"
"2025-10-15","09:37","인천","연수구","신송로","인천광역시 연수구 송도동 39 도","인천광역시 연수구 송도동 71 도","22","66","4","매우좋음"
"2025-10-15","09:24","인천","연수구","해돋이로","인천광역시 연수구 송도동 28-16 대","인천광역시 연수구 송도동 39 도","22","66","4","매우좋음"
"2025-10-15","15:36","인천","서구","에코로","인천광역시 서구 경서동 519-44 답","인천광역시 서구 경서동 542-37 답","25","61","3","매우좋음"
"2025-10-15","15:24","인천","서구","청라대로","인천광역시 서구 원창동 403-43 전","인천광역시 서구 경서동","25","62","16","매우좋음"
"2025-10-15","15:17","인천","서구","차오름로","인천광역시 서구 경서동 584 잡","인천광역시 서구 경서동 947-4도","24","61","2","매우좋음"
"2025-10-15","15:02","인천","서구","청라한내로","인천광역시 서구 경서동 973-7도","인천광역시 서구 경서동 834-138도","25","61","11","매우좋음"
"2025-10-15","14:59","인천","서구","솔빛로","인천광역시 서구 경서동 산256 임","인천광역시 서구 경서동 973-8도","24","60","1","매우좋음"
"2025-10-15","14:53","인천","서구","비지니스로","인천광역시 서구 경서동 920-10도","인천광역시 서구 경서동 979-5도","24","61","11","매우좋음"
"2025-10-15","14:37","인천","서구","청중로","인천광역시 서구 가정동 630 도","인천광역시 서구 원창동 433도","25","60","2","매우좋음"
"2025-10-15","14:35","인천","서구","담지로","인천광역시 서구 연희동 812도","인천광역시 서구 연희동 823도","25","59","2","매우좋음"
"2025-10-15","14:29","인천","서구","청라에메랄드로","인천광역시 서구 연희동 824도","인천광역시 서구 연희동 812도","25","61","4","매우좋음"
"2025-10-15","14:24","인천","서구","청라라임로","인천광역시 서구 연희동 812도","인천광역시 서구 연희동 824도","25","58","2","매우좋음"
"2025-10-15","13:40","인천","동구","인중로","인천광역시 동구 송림동 4-1 도","인천광역시 동구 만석동 43-187도","25","57","6","매우좋음"
"2025-10-15","13:35","인천","동구","새천년로","인천광역시 동구 송림동 87도","인천광역시 동구 송림동 39도","25","57","6","매우좋음"
"2025-10-15","13:22","인천","동구","방축로","인천광역시 동구 송현동 142-4도","인천광역시 동구 송림동 324도","25","56","12","매우좋음"
"2025-10-15","13:18","인천","동구","샛골로","인천광역시 동구 창영동 179-3도","인천광역시 동구 송현동 1-4 도","25","57","3","매우좋음"
"2025-10-15","13:16","인천","동구","송림로","인천광역시 동구 창영동 179-1철","인천광역시 동구 송림동 4-198도","25","57","10","매우좋음"
"2025-10-15","12:57","인천","동구","화도진로","인천광역시 동구 만석동 9-41 도","인천광역시 동구 송림동 234-8도","26","55","3","매우좋음"
"2025-10-15","12:49","인천","동구","중봉대로","인천광역시 동구 송현동 142-4도","인천광역시 동구 송현동 1-846 도","25","55","3","매우좋음"
"2025-10-15","12:41","인천","서구","중봉대로393번길","인천광역시 서구 원창동 211-3 잡","인천광역시 서구 원창동 384도","25","58","5","매우좋음"
"2025-10-15","12:36","인천","서구","원석로","인천광역시 서구 가좌동 597도","인천광역시 서구 원창동 211-4제","25","56","5","매우좋음"
"2025-10-15","12:25","인천","서구","백범로","인천광역시 서구 가좌동 470도","인천광역시 서구 가좌동 597도","26","56","5","매우좋음"
"2025-10-15","11:23","인천","서구","방축로","인천광역시 서구 가좌동 606-37구","인천광역시 서구 가좌동 606-18도","24","58","2","매우좋음"
"2025-10-15","11:16","인천","서구","열우물로","인천광역시 서구 가좌동 288도","인천광역시 서구 가좌동 515도","24","60","4","매우좋음"
"2025-10-15","11:09","인천","서구","원적로","인천광역시 서구 가좌동 산17-2임","인천광역시 서구 가좌동 257-2도","24","61","2","매우좋음"
"2025-10-15","10:48","인천","서구","서달로","인천광역시 서구 석남동 638-1도","인천광역시 서구 가정동 341-19도","23","65","17","매우좋음"
"2025-10-15","10:42","인천","서구","길주로","인천광역시 서구 석남동 223-114 도","인천광역시 서구 석남동 산9-1임","23","62","3","매우좋음"
"2025-10-15","10:34","인천","서구","원창로","인천광역시 서구 원창동 410-10도","인천광역시 서구 가정동 578도","22","65","18","매우좋음"
"2025-10-15","10:28","인천","서구","율도로","인천광역시 서구 석남동 597도","인천광역시 서구 석남동 산117-15 도","23","64","8","매우좋음"
"2025-10-15","10:20","인천","서구","석남로","인천광역시 서구 석남동 223-114 도","인천광역시 서구 석남동 622 도","23","65","260","매우나쁨"
"2025-10-15","10:12","인천","서구","건지로","인천광역시 서구 가좌동 산144임","인천광역시 서구 석남동 647-2 도","23","65","1","매우좋음"
"2025-10-15","10:04","인천","서구","장고개로","인천광역시 서구 가좌동 180-170도","인천광역시 서구 가좌동 2-1잡","22","66","2","매우좋음"
"2025-10-15","09:47","인천","서구","가정로","인천광역시 서구 가정동 571도","인천광역시 서구 가좌동 589-1도","22","66","4","매우좋음"
"2025-10-15","09:37","인천","서구","봉오대로","인천광역시 서구 원창동 450-3도","인천광역시 서구 가정동 산104-9 임","21","68","3","매우좋음"
"2025-10-15","09:06","인천","서구","서곶로","인천광역시 서구 불로동 724-14답","인천광역시 서구 가정동 590 도","21","70","2","매우좋음"
"2025-10-16","14:25","경기","안양시 동안구","흥안대로","경기도 안양시동안구 관양동 1563 도","경기도 안양시동안구 호계동 1037도","25","60","10","매우좋음"
"2025-10-16","14:13","경기","안양시 동안구","관악대로","경기도 안양시동안구 비산동 593천","경기도 안양시동안구 관양동 146-4도","25","62","12","매우좋음"
"2025-10-16","13:19","경기","안양시 동안구","동안로","경기도 안양시동안구 호계동 1167도","경기도 안양시동안구 비산동 1063도","24","63","4","매우좋음"
"2025-10-16","13:03","경기","안양시 동안구","부림로","경기도 안양시동안구 관양동 1622도","경기도 안양시동안구 평촌동 985도","23","66","5","매우좋음"
"2025-10-16","12:56","경기","안양시 동안구","학의로","경기도 안양시동안구 비산동 1144도","경기도 안양시동안구 평촌동 2-1 천","23","66","7","매우좋음"
"2025-10-16","12:43","경기","안양시 동안구","귀인로","경기도 안양시동안구 평촌동 987도","경기도 안양시동안구 호계동 1011도","23","66","5","매우좋음"
"2025-10-16","12:33","경기","안양시 동안구","시민대로","경기도 안양시동안구 호계동 1008천","경기도 안양시동안구 평촌동 871도","24","64","6","매우좋음"
"2025-10-16","11:18","경기","안양시 동안구","엘에스로","호계동 801-4대","안양동 202-13대","23","66","7","매우좋음"
"2025-10-16","11:03","경기","안양시 동안구","경수대로","경기도 안양시동안구 비산동 531-166 도","경기도 안양시동안구 호계동 860-4도","23","67","3","매우좋음"
"2025-10-16","10:56","경기","안양시 만안구","경수대로","경기도 안양시만안구 석수동 371-3도","경기도 안양시만안구 안양동 산24-2도","23","66","4","매우좋음"
"2025-10-16","10:42","경기","안양시 만안구","삼막로","서울특별시 관악구 신림동 산56-2 임","경기도 안양시만안구 석수동 100도","22","68","16","매우좋음"
"2025-10-16","13:47","서울","영등포구","도영로","서울특별시 영등포구 영등포동 647-5도","서울특별시 영등포구 대림동 623-2 제","24","67","10","매우좋음"
"2025-10-16","13:36","서울","영등포구","영중로","서울특별시 영등포구 영등포동8가 86-3 도","서울특별시 영등포구 영등포동4가 440-10도","25","66","3","매우좋음"
"2025-10-16","13:30","서울","영등포구","버드나루로","서울특별시 영등포구 영등포동2가 174-1도","서울특별시 영등포구 영등포동8가 88-1 도","24","67","3","매우좋음"
"2025-10-16","13:17","서울","영등포구","경인로","서울특별시 영등포구 문래동2가 68 천","서울특별시 영등포구 여의도동 3-9도","25","65","1","매우좋음"
"2025-10-16","12:45","서울","영등포구","문래로","서울특별시 영등포구 영등포동4가 53-3도","서울특별시 영등포구 문래동6가 45-2도","24","68","8","매우좋음"
"2025-10-16","12:24","서울","용산구","원효로","서울특별시 용산구 원효로1가 109-1도","서울특별시 용산구 청암동 110 도","25","63","1","매우좋음"
"2025-10-16","12:04","서울","용산구","백범로","서울특별시 용산구 효창동 5-654도","서울특별시 용산구 한강로1가 97도","24","66","1","매우좋음"
"2025-10-16","11:55","서울","용산구","새창로","서울특별시 용산구 한강로2가 181-2도","서울특별시 용산구 도원동 27도","24","65","6","매우좋음"
"2025-10-16","11:30","서울","용산구","서빙고로","서울특별시 용산구 한남동 773-17철","서울특별시 용산구 한강로3가 43-1도","25","66","3","매우좋음"
"2025-10-16","11:20","서울","용산구","독서당로","서울특별시 용산구 한남동 539-1도","서울특별시 용산구 한남동 60-69도","24","67","7","매우좋음"
"2025-10-16","11:12","서울","용산구","한남대로","서울특별시 용산구 한남동 산9-19임","서울특별시 용산구 한남동 782천","23","69","1","매우좋음"
"2025-10-16","11:06","서울","용산구","소월로","서울특별시 용산구 후암동 30-82대","서울특별시 용산구 한남동 726-468도","22","74","3","매우좋음"
"2025-10-16","10:52","서울","용산구","녹사평대로","서울특별시 용산구 서빙고동 287-3천","서울특별시 중구 회현동1가 산1-2임","23","69","1","매우좋음"
"2025-10-16","10:35","서울","용산구","이촌로","서울특별시 용산구 원효로4가 113-54천","서울특별시 용산구 서빙고동 288-1천","22","75","6","매우좋음"
"2025-10-16","10:25","서울","용산구","청파로","서울특별시 용산구 서계동 217-2 도","서울특별시 용산구 이촌동 322천","22","69","4","매우좋음"
"2025-10-16","09:54","서울","용산구","한강대로","서울특별시 용산구 이촌동 372천","서울특별시 용산구 동자동 43-207도","22","72","4","매우좋음"
"2025-10-16","13:15","서울","은평구","백련산로","서울특별시 은평구 응암동 84-14도","서울특별시 은평구 응암동 691도","25","58","4","매우좋음"
"2025-10-16","12:41","서울","은평구","진흥로","서울특별시 은평구 역촌동 85-42도","서울특별시 은평구 불광동 산42-1임","24","60","8","매우좋음"
"2025-10-16","12:08","서울","은평구","서오릉로","서울특별시 은평구 응암동 82-31도","서울특별시 은평구 구산동 산 131-18 임","24","62","8","매우좋음"
"2025-10-16","11:58","서울","은평구","응암로","서울특별시 은평구 응암동 604-8도","서울특별시 은평구 역촌동 17-55천","24","62","23","매우좋음"
"2025-10-16","11:37","서울","은평구","가좌로","서울특별시 은평구 신사동 산48-7 임","서울특별시 은평구 응암동 691도","24","61","2","매우좋음"
"2025-10-16","11:25","서울","은평구","은평로","서울특별시 은평구 녹번동 55도","서울특별시 은평구 신사동 41-3도","23","62","7","매우좋음"
"2025-10-16","11:07","서울","은평구","통일로","서울특별시 은평구 진관동 75-1도","서울특별시 은평구 응암동 32-1도","23","63","6","매우좋음"
"2025-10-16","10:49","서울","은평구","진관1로","서울특별시 은평구 진관동 234-30도","서울특별시 은평구 진관동 159-9답","22","69","3","매우좋음"
"2025-10-16","10:38","서울","은평구","북한산로","서울특별시 은평구 진관동 288-3천","서울특별시 은평구 진관동 72-4도","22","69","26","매우좋음"
"2025-10-16","10:06","서울","은평구","연서로","서울특별시 은평구 역촌동 85-42도","서울특별시 은평구 진관동 2-23도","21","71","8","매우좋음"
"2025-10-16","09:56","서울","은평구","증산로","서울특별시 은평구 수색동 46-40철","서울특별시 은평구 신사동 22-15도","22","70","2","매우좋음"
"2025-10-16","09:39","서울","은평구","수색로","서울특별시 은평구 수색동 293-61구","서울특별시 은평구 증산동 239도","22","69","9","매우좋음"
"2025-10-16","13:06","경기","남양주시","의안로","경기도 남양주시 평내동 130-53구","경기도 남양주시 금곡동 11-5도","23","65","5","매우좋음"
"2025-10-16","13:02","경기","남양주시","늘을2로","경기도 남양주시 호평동 686도","경기도 남양주시 평내동 156-4도","23","63","2","매우좋음"
"2025-10-16","12:53","경기","남양주시","호평로","경기도 남양주시 호평동 3-10전","경기도 남양주시 호평동 692도","23","63","9","매우좋음"
"2025-10-16","12:48","경기","남양주시","늘을3로","경기도 남양주시 호평동 685도","경기도 남양주시 호평동 705-1 도","23","62","12","매우좋음"
"2025-10-16","12:37","경기","남양주시","평내로","경기도 남양주시 평내동 394-10도","경기도 남양주시 평내동 647도","23","62","7","매우좋음"
"2025-10-16","12:06","경기","구리시","벌말로","경기도 구리시 토평동 480-8 도","경기도 구리시 수택동 353 도","25","60","24","매우좋음"
"2025-10-16","12:00","경기","구리시","장자대로","경기도 구리시 교문동 469-4도","경기도 구리시 토평동 275-8도","24","62","4","매우좋음"
"2025-10-16","11:49","경기","구리시","이문안로","경기도 구리시 토평동 260-1도","경기도 구리시 교문동 105-3도","24","63","5","매우좋음"
"2025-10-16","11:39","경기","구리시","안골로","경기도 구리시 교문동 360-10도","경기도 구리시 수택동 490-1도","24","64","6","매우좋음"
"2025-10-16","11:31","경기","구리시","건원대로","경기도 구리시 인창동 263-2도","경기도 구리시 인창동 679-8 도","24","64","4","매우좋음"
"2025-10-16","11:23","경기","구리시","검배로","경기도 구리시 수택동 2-10도","경기도 구리시 수택동 360도","24","66","5","매우좋음"
"2025-10-16","11:10","경기","구리시","경춘로","경기도 구리시 교문동 산32-1도","경기도 구리시 수택동 366-3천","22","72","6","매우좋음"
"2025-10-16","10:51","경기","구리시","경춘북로","경기도 구리시 갈매동 6-49 천","경기도 구리시 갈매동 437-20 도","23","68","33","매우좋음"
"2025-10-16","10:34","경기","구리시","동구릉로","경기도 구리시 교문동 257-4도","경기도 남양주시 퇴계원면 퇴계원리 321-1 도","22","71","11","매우좋음"
"2025-10-16","10:21","경기","구리시","아차산로","경기도 구리시 아천동 산42-6도","경기도 구리시 교문동 257-4도","22","73","8","매우좋음"
"2025-10-16","13:09","경기","양주시","평화로","경기도 동두천시 송내동 466-1 천","경기도 양주시 남방동 198-6도","24","61","11","매우좋음"
"2025-10-16","12:52","경기","양주시","화합로","경기도 양주시 회암동 산10-3도","경기도 양주시 광적면 효촌리 산52-1임","23","64","5","매우좋음"
"2025-10-16","12:43","경기","양주시","율정로","경기도 양주시 삼숭동 134-12답","경기도 양주시 율정동 312-18 도","23","64","7","매우좋음"
"2025-10-16","12:01","경기","양주시","고덕로","경기도 양주시 덕계동 384-3도","경기도 양주시 고읍동 462-5도","23","65","10","매우좋음"
"2025-10-16","11:45","경기","양주시","회천남로","경기도 양주시 옥정동 1084-4도","경기도 양주시 옥정동 820-7 답","23","65","10","매우좋음"
"2025-10-16","11:31","경기","양주시","회천로","경기도 양주시 고암동 549-2답","경기도 양주시 율정동 410-1 도","23","67","16","매우좋음"
"2025-10-16","11:13","경기","양주시","옥정서로","경기도 양주시 옥정동 867-119창","경기도 양주시 옥정동 1049-8도","22","68","5","매우좋음"
"2025-10-16","10:58","경기","양주시","옥정동로","경기도 양주시 옥정동 1094도","경기도 양주시 옥정동 864-1643도","21","71","8","매우좋음"
"2025-10-16","10:42","경기","양주시","독바위로","경기도 양주시 덕정동 211도","경기도 양주시 옥정동 941-8도","22","69","16","매우좋음"
"2025-10-16","10:32","경기","양주시","고암길","경기도 양주시 고암동 579 도","경기도 양주시 고암동 119-2도","21","71","11","매우좋음"
"2025-10-16","10:24","경기","양주시","회정로","경기도 양주시 회정동 203-1천","경기도 양주시 고암동 119도","21","70","9","매우좋음"
"2025-10-16","09:59","경기","양주시","동일로","경기도 양주시 마전동 456-8 도","경기도 양주시 마전동 118-23도","21","72","80","좋음"
"2025-10-16","14:14","인천","서구","경제로","인천광역시 서구 연희동 821도","인천광역시 서구 경서동 584-1 잡","24","61","3","매우좋음"
"2025-10-16","14:06","인천","서구","청라한울로","인천광역시 서구 경서동 855-5도","인천광역시 서구 경서동 837-8도","24","63","2","매우좋음"
"2025-10-16","13:57","인천","서구","크리스탈로","인천광역시 서구 경서동 970-6도","인천광역시 서구 경서동 836-99도","24","62","6","매우좋음"
"2025-10-16","13:52","인천","서구","청라루비로","인천광역시 서구 경서동 836-99도","인천광역시 서구 원창동 450-3도","24","63","6","매우좋음"
"2025-10-16","13:38","인천","서구","청라커낼로","인천광역시 서구 경서동 669-8 도","인천광역시 서구 경서동 836-99도","24","62","4","매우좋음"
"2025-10-16","13:29","인천","서구","청라사파이어로","인천광역시 서구 경서동 834-138도","인천광역시 서구 원창동 420-3전","24","62","14","매우좋음"
"2025-10-16","13:13","인천","서구","국제대로","인천광역시 서구 가정동 산2-3도","인천광역시 서구 경서동 589 답","24","62","16","매우좋음"
"2025-10-16","12:55","인천","계양구","안남로","인천광역시 계양구 효성동 산19-1임","인천광역시 계양구 효성동 308-1도","23","64","4","매우좋음"
"2025-10-16","12:47","인천","계양구","새벌로","인천광역시 계양구 효성동 308-1도","인천광역시 계양구 효성동 1-7도","23","66","18","매우좋음"
"2025-10-16","11:47","인천","계양구","장제로","인천광역시 계양구 오류동 산79임","인천광역시 계양구 작전동 742-2 도","23","67","2","매우좋음"
"2025-10-16","11:39","인천","계양구","동양로","인천광역시 계양구 동양동 90-3 도","인천광역시 계양구 박촌동 18-1도","23","70","24","매우좋음"
"2025-10-16","11:17","인천","계양구","주부토로","인천광역시 계양구 작전동 405-2도","인천광역시 계양구 계산동 998도","22","70","4","매우좋음"
"2025-10-16","11:09","인천","계양구","계양대로","인천광역시 계양구 계산동 1014도","인천광역시 계양구 작전동 405-2도","22","69","4","매우좋음"
"2025-10-16","10:58","인천","계양구","계산새로","인천광역시 계양구 계산동 1107도","인천광역시 계양구 계산동 1035천","22","70","7","매우좋음"
"2025-10-16","10:42","인천","계양구","봉오대로","인천광역시 계양구 효성동 산67-12 임","인천광역시 계양구 서운동 121-17 천","22","72","3","매우좋음"
"2025-10-16","10:30","인천","계양구","아나지로","인천광역시 계양구 서운동 155-3도","인천광역시 계양구 효성동 617-4대","21","72","17","매우좋음"
"2025-10-16","10:23","인천","계양구","서부간선로","인천광역시 계양구 박촌동 5-2도","인천광역시 계양구 작전동 941도","21","74","21","매우좋음"
"2025-10-16","10:11","인천","계양구","용종로","인천광역시 계양구 병방동 438도","인천광역시 계양구 계산동 1108도","21","76","6","매우좋음"
"2025-10-16","10:02","인천","계양구","오조산로","인천광역시 계양구 작전동 941도","인천광역시 계양구 용종동 230도","20","78","1","매우좋음"
"2025-10-16","09:14","인천","계양구","경명대로","인천광역시 계양구 계산동 산 52-5 임","인천광역시 계양구 박촌동 299 천","19","80","8","매우좋음"
"2025-10-17","13:19","경기","화성시","효행로","경기도 화성시 봉담읍 수영리 233-4목","경기도 화성시 반월동 124-6도","25","56","14","매우좋음"
"2025-10-17","13:12","경기","화성시","동화역말길","경기도 화성시 봉담읍 동화리 636-1도","경기도 화성시 봉담읍 와우리 122도","24","58","11","매우좋음"
"2025-10-17","13:00","경기","화성시","동화길","경기도 화성시 봉담읍 수영리 660-1도","경기도 화성시 봉담읍 분천리 51-2도","24","57","11","매우좋음"
"2025-10-17","12:31","경기","화성시","시청로","경기도 화성시 정남면 문학리 538-5임","경기도 화성시 남양읍 남양리 1194-3도","24","56","27","매우좋음"
